File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
wireshark-1.12.13/asn1/ldap/packet-ldap-template.c,1751,81,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_READ_PROP, tvb, offset, 4, access);",3956c60269d9cd20d5ac64502f7c746c86c8100c33b2897f9d3aac644d1d0f01
wireshark-1.12.13/asn1/ldap/packet-ldap-template.c,1753,82,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_SELF_WRITE, tvb, offset, 4, access);",597c803a07d08451b176b5efd55a2ab9b1e372daa3f79fe90c20ab9afa17f1dc
wireshark-1.12.13/asn1/ldap/packet-ldap-template.c,1755,76,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_LIST, tvb, offset, 4, access);",9082012350f3142efe1ab19d197f10e871588d921a148a18b89be9f602b15ff9
wireshark-1.12.13/asn1/ldap/packet-ldap-template.c,1757,84,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_DELETE_CHILD, tvb, offset, 4, access);",da681579c88c22b52d9db9787a2a766db6d74f4298d6d5e7a5c3f39809c0bf7f
wireshark-1.12.13/asn1/ldap/packet-ldap-template.c,1759,84,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"	proto_tree_add_boolean(tree, hf_ldap_AccessMask_ADS_CREATE_CHILD, tvb, offset, 4, access);",ad96a0ac571fa728f6d9e2eb29cb1a173393ffdf6ecf9db23d66612c386b57e4
wireshark-1.12.13/asn1/snmp/packet-snmp-template.c,45,21,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,#define D(args) do {printf args; fflush(stdout); } while(0),154b9948bec589c7a3f70dd8aa743997584dc05bf0e2507eab9ef14b67569535
wireshark-1.12.13/asn1/tcap/packet-tcap-template.c,179,3,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"  vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.12.13/capture_sync.c,692,9,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"        execv(argv[0], argv);",bac81e398220718dfd565f6029e2ef5be7c0062f07b43ca5dccf9ab83eb2b916
wireshark-1.12.13/capture_sync.c,957,9,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"        execv(argv[0], argv);",bac81e398220718dfd565f6029e2ef5be7c0062f07b43ca5dccf9ab83eb2b916
wireshark-1.12.13/dftest.c,161,2,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	vfprintf(stderr, msg_format, ap);",86136173c58c733984fb74a144954a9280a9688dd7f7e33902cc12829176cb6b
wireshark-1.12.13/dftest.c,172,2,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	fprintf(stderr, file_open_error_message(err, for_writing), filename);",e69ca8d332d0deae88e3f2bee60a43d891aec19018911a0c126cf51a8ad0ec07
wireshark-1.12.13/dumpcap.c,628,9,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"        vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.12.13/dumpcap.c,651,9,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"        vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
wireshark-1.12.13/echld/child.c,86,2,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134)",Use a constant for the format specification,,CWE-134,"	vsnprintf(str,DBG_BUF_LEN,fmt,ap);",d0b21de7dbafa7123c84e4bef0863ddd2ede87b7bda074dcd214d1bb26c17c13
wireshark-1.12.13/epan/dfilter/semcheck.c,44,2,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,	printf x; \,cccfd200c16704b58ec3c09dfbac323ff88747a41348c882c338e7863e1b0d6e
wireshark-1.12.13/epan/diam_dict.c,2986,17,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	if (debugging) vfprintf(stderr, fmt, ap);",942c4caae03cca72f49f78ee892e9fe8a8283cfd69231cd6c1f7a6f2728515c7
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,109,2,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"	vfprintf (stderr, format, args);",7598b9622bd5c7f898c540d0b39d18a3af7d081811ece6b6e82a4223e97bac61
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,114,3,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"		vfprintf (fh, format, args);",9a40b886b7ab23bfcb2f81cf0ce2b144cc17d66894ca176987acfc9e72a5fd45
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,859,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(hf_status, ""hf_%s_opnum"", ifname);",554fb1cf33f1ecfc6702d7d3fe35d943ab997a06e01a41dad9e0b85d94d04ac6
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,860,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(filter_name, ""%s.opnum"", ifname);",d88c3b6c913bed3f8ac5ca394c4f45bdd9b231d1e0d3c24c6aebc0974e3abf68
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,864,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(hf_status, ""hf_%s_rc"", ifname);",f86678874bddc1b7559787525cff44e55dad380cde71ab7f8b9c70335a2ed8f5
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,865,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(filter_name, ""%s.rc"", ifname);",ad68d77e07cb78549d134ce44cc41a3db1325214f25db08bc8bb1c1feeb10cf2
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1060,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1072,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1084,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1097,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1112,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1125,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1140,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1152,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1164,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1177,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1189,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1208,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1223,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1239,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1255,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1270,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1285,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1300,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1314,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1328,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(dissectorname, ""%s_dissect_%s"", ifname, name);",810004f71641358f83441395687c9c98115231af1a9931226778c6f89752af91
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1501,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(dissectorname, ""%s_dissect_%s"", ifname, struct_name);",d048b57ba0489088ff497a7364a4432e5bcbedc2f5423776952158798a6472ae
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1650,3,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"		sprintf(hf_index, ""hf_%s_%s_%s"", ifname, struct_name, field_name);",a4795bd8489c8e25173d581f3ad2c7d8e912540a0b1b9da1debe257f17ec5374
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1656,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(tmpstr, ""%s_dissect_%s_%s"", ifname, struct_name, field_name);",893ee8ff2591041bb9570e72866dbbe420d9845415116897edb740cc4c42391a
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1660,6,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			  sprintf(filter_name, ""%s.%s.%s"", ifname, struct_name, field_name);",1eeea2014810ddc21f816cc96fc465296b274ce84efbb7431f6042f42e0de1be
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1677,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""%s_%s"", pointer_type, ptmpstr);",56f41badb6c38e07fd8f12ad198a651700d06c803eb63976291a839f2ccfec3f
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1692,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""fixedarray_%s"", ptmpstr);",f76bf7edab2c3ecc5da0e01c4ff444a8cd71025e72b9e48d95cf52d323388c44
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1717,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""ucarray_%s"", ptmpstr);",0e1930414a3586014533c482e1b37e17c79228a00544e42a5e1ce8697fc596a1
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1732,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""uvarray_%s"", ptmpstr);",689f28225d46800abc6ebf823cb5edaab58266133c2e930dd6a16067753a07d2
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1747,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""ucvarray_%s"", ptmpstr);",87012a47100cff25ae2a1fec4d4512834690d9a3d360b5711c3425a4e235d5dd
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1771,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""%s_%s"", pointer_type, ptmpstr);",56f41badb6c38e07fd8f12ad198a651700d06c803eb63976291a839f2ccfec3f
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1789,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(tmpstr, ""%s_dissect_%s_%s"", ifname, struct_name, field_name);",893ee8ff2591041bb9570e72866dbbe420d9845415116897edb740cc4c42391a
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1796,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""%s_%s"", pointer_type, ptmpstr);",56f41badb6c38e07fd8f12ad198a651700d06c803eb63976291a839f2ccfec3f
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1799,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""fixedarray_%s"", ptmpstr);",f76bf7edab2c3ecc5da0e01c4ff444a8cd71025e72b9e48d95cf52d323388c44
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1809,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""ucarray_%s"", ptmpstr);",0e1930414a3586014533c482e1b37e17c79228a00544e42a5e1ce8697fc596a1
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1813,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""uvarray_%s"", ptmpstr);",689f28225d46800abc6ebf823cb5edaab58266133c2e930dd6a16067753a07d2
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1817,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""ucvarray_%s"", ptmpstr);",87012a47100cff25ae2a1fec4d4512834690d9a3d360b5711c3425a4e235d5dd
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1830,5,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"				sprintf(tmpstr, ""%s_%s"", pointer_type, ptmpstr);",56f41badb6c38e07fd8f12ad198a651700d06c803eb63976291a839f2ccfec3f
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,1956,2,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"	sprintf(dissectorname, ""%s_dissect_%s"", ifname, bitmap_name);",7ee63a33971631094d299e1fd739aa1f909a02ac543b8d81bebd9cc5df1307e5
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,2019,3,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"		sprintf(hf_bitname, ""hf_%s_%s_%s"", ifname, bitmap_name, name);",83ee8f74fdeb25419751c8b14ae2940578775fe2c82e46babc78ad656d8de9f6
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,2045,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(filter_name, ""%s.%s.%s"", ifname, bitmap_name, name);",54cfee81ab8bcf5a389d1dedb3a447c12031b2e25f67d729b8ef2645517a5108
wireshark-1.12.13/epan/dissectors/dcerpc/idl2wrs.c,2047,4,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"			sprintf(tfs_name, ""TFS(&%s_tfs)"", name);",3ba8aace8b3e5cfef8b04b79e75081a24bc48f7f34751f2f8e08be7f463296b0
